event_id,recoil_energy_keV,s1_light_yield,s2_charge_yield,interaction_type,particle_source,label,position_x_mm,position_y_mm,position_z_mm,drift_time_us,s1_width_ns,s2_width_us,s1_area_PE,s2_area_PE,s2_over_s1_ratio,log10_s2_over_s1,timestamp,detector_temp_K,gas_pressure_bar,electric_field_V_cm,event_quality,pile_up_flag,wimp_mass_GeV
12975,6.987754,,403.274239,nuclear_recoil,WIMP,WIMP-like,243.389954,277.830749,-380.811093,89.61572,,2.613987,,343.541135,,,2024-12-13 17:45:32.901091,175.636629,1.787732,209.193676,0.931396,0,615.515472
12976,4.926035,,192.839822,nuclear_recoil,WIMP,WIMP-like,237.157469,-244.367401,-316.79485,137.748233,,2.37752,,163.078677,,,2024-10-04 11:02:33.317917,174.294775,1.866764,186.422231,0.718295,0,30.664354
13025,13.759727,,477.046347,nuclear_recoil,WIMP,WIMP-like,-458.863086,77.029627,335.847916,628.45708,,2.874608,,480.99816,,,2024-11-24 15:12:31.846066,176.046434,2.056274,176.644224,0.897497,0,816.75016
13030,4.769869,,257.979808,nuclear_recoil,WIMP,WIMP-like,-27.44086,-416.366869,382.473853,663.514175,,3.067561,,253.414876,,,2024-07-18 20:53:38.435367,175.897049,2.109221,206.041886,0.93535,0,929.574452
13045,4.824829,,283.595798,nuclear_recoil,WIMP,WIMP-like,372.245524,-150.689799,21.847504,392.366544,,2.774897,,228.587281,,,2024-04-10 02:08:06.844103,174.931434,1.9892,213.332648,0.849009,0,315.341537
13055,4.880421,,216.370424,nuclear_recoil,WIMP,WIMP-like,-34.834257,271.184761,299.980793,601.489318,,1.711222,,206.312927,,,2024-11-01 18:16:04.426552,174.495371,1.832892,184.420187,0.925219,0,448.876328
13063,14.088943,32.889459,18174.531363,axion_conversion,solar_axion,Axion-like,313.419812,-371.430616,80.894573,436.762837,66.236792,2.727532,21.380805,14831.436042,693.679962,2.841159,2024-08-08 09:00:38.865642,175.131102,1.976379,193.037899,0.752705,0,
13069,6.093749,,351.82053,nuclear_recoil,WIMP,WIMP-like,-314.857569,-230.495681,234.321825,552.121673,,2.470519,,335.550252,,,2024-11-29 06:03:39.081980,175.207787,2.020208,220.867438,0.746923,0,915.987443
13081,4.989967,,348.693508,nuclear_recoil,WIMP,WIMP-like,80.657955,-126.025327,237.978361,554.870948,,2.680687,,340.232964,,,2024-02-29 10:25:17.170243,174.91804,1.920455,218.787095,0.820215,0,56.417503
13099,5.815067,,304.179389,nuclear_recoil,WIMP,WIMP-like,-220.70068,19.939363,480.945156,737.552749,,2.828234,,329.363941,,,2024-07-02 17:08:43.196775,173.294732,2.063978,176.833673,0.79847,1,746.065541
13118,17.695214,,1072.074052,nuclear_recoil,WIMP,WIMP-like,357.622294,308.769186,-261.604552,179.244697,,3.128576,,908.403956,,,2024-08-16 01:48:24.828387,176.092945,2.041403,238.469228,0.481346,0,686.429236
13119,5.187781,,248.564343,nuclear_recoil,WIMP,WIMP-like,-474.200392,77.936566,-466.918734,24.873132,,2.339907,,182.94132,,,2024-08-29 16:20:58.911072,174.621743,1.763894,179.110663,0.816018,0,181.827151
13122,5.009351,,185.876828,nuclear_recoil,WIMP,WIMP-like,57.245772,341.822549,122.739438,468.225141,,1.943054,,195.978811,,,2024-12-18 02:16:19.494991,175.448194,1.873325,227.083062,0.779785,0,786.598175
13128,4.702094,,271.803995,nuclear_recoil,WIMP,WIMP-like,-414.792406,-51.715767,327.153106,621.919629,,2.549263,,261.982026,,,2024-06-23 08:27:06.912746,172.240527,2.057306,189.515895,0.714093,0,687.955336
13131,4.737461,,301.184106,nuclear_recoil,WIMP,WIMP-like,-402.076883,-232.981715,327.109497,621.88684,,2.569143,,310.329369,,,2024-05-18 07:07:23.326658,174.181357,2.011727,183.703475,0.779592,0,745.971007
13140,14.082941,30.50079,21148.520821,axion_conversion,solar_axion,Axion-like,369.392515,-267.380586,383.46385,664.258534,55.68072,2.536314,22.954695,21285.697754,927.291664,2.967216,2024-06-29 07:51:41.410533,174.224297,2.18963,207.034814,0.957258,0,
13141,14.352746,35.06663,19260.599078,axion_conversion,solar_axion,Axion-like,101.912659,-148.823347,129.889369,473.601029,57.623326,2.371677,31.950491,18161.829877,568.436637,2.754682,2024-07-18 15:33:41.081464,175.38863,1.926261,192.665055,0.601467,0,
13144,5.286871,,217.845986,nuclear_recoil,WIMP,WIMP-like,400.716656,-81.699231,479.247312,736.276175,,2.307108,,227.848123,,,2024-06-20 16:16:16.584046,175.459601,1.950279,185.839144,0.956405,0,261.833328
13148,3.586973,8.995145,3858.758255,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-320.092742,-195.033129,231.059206,549.668576,54.805098,2.240639,7.496589,3372.368315,449.85372,2.653071,2024-10-13 08:09:45.040660,175.373988,1.893582,238.186629,0.73734,0,
13154,14.168166,40.792659,16375.659912,axion_conversion,solar_axion,Axion-like,196.951006,46.609342,-198.011806,227.058792,42.267853,1.979207,40.067693,13806.469886,344.57861,2.537288,2024-12-03 05:55:04.616389,173.314923,2.101435,197.831357,0.924365,0,
13157,21.698157,2.652064,1320.058072,nuclear_recoil,WIMP,WIMP-like,-127.184077,-143.913069,-260.532487,180.050762,28.403476,2.094287,2.505889,1094.84825,436.910031,2.640392,2024-05-24 05:49:16.809147,175.306564,1.99008,185.36044,0.695651,0,271.917838
13158,8.245725,,560.183834,nuclear_recoil,WIMP,WIMP-like,-332.080694,-15.361802,-55.104526,334.507875,,2.163296,,485.246721,,,2024-08-15 12:59:40.844734,175.199473,1.846238,208.643186,0.776381,0,364.434926
13168,5.728002,,339.562938,nuclear_recoil,WIMP,WIMP-like,-7.483446,347.775254,-62.949091,328.609706,,3.021183,,313.625904,,,2024-03-27 11:58:27.593396,172.907991,2.055576,211.281039,0.929077,0,813.63358
13170,3.185916,8.344128,4362.546643,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,309.045935,103.023534,230.207006,549.027824,33.729697,2.643432,6.422108,4098.628645,638.206077,2.804961,2024-12-27 13:25:13.872977,173.987188,1.965569,190.312204,0.980595,1,
13191,6.332873,,320.950749,nuclear_recoil,WIMP,WIMP-like,-341.7541,309.558545,-431.203506,51.726687,,2.492202,,267.614711,,,2024-04-16 03:37:42.244629,174.249881,1.908047,219.295434,0.706452,0,682.680113
13205,15.698946,,888.810031,nuclear_recoil,WIMP,WIMP-like,-64.80359,-478.534993,-363.390851,102.713646,,2.372113,,790.792883,,,2024-10-03 23:54:30.300071,175.095564,1.838863,163.263286,0.799818,0,822.640451
13216,5.006012,,213.630556,nuclear_recoil,WIMP,WIMP-like,226.326208,336.972588,375.260753,658.090792,,2.541273,,212.813842,,,2024-09-15 12:26:37.552446,174.922907,1.851086,215.293363,0.782225,0,801.60953
13218,5.174203,,278.885689,nuclear_recoil,WIMP,WIMP-like,414.287345,-33.412736,-137.811276,272.322349,,2.333306,,266.771453,,,2024-07-11 22:39:26.968094,175.161215,2.107419,230.1006,0.363081,0,634.850908
13224,5.083582,,202.403037,nuclear_recoil,WIMP,WIMP-like,103.213671,-340.918878,-13.025522,366.146224,,2.21377,,180.500786,,,2024-01-24 14:15:08.167164,172.440931,2.036299,194.248363,0.747421,0,759.357212
13231,14.626478,,475.721823,nuclear_recoil,WIMP,WIMP-like,-156.36187,11.375734,224.055149,544.402367,,1.927359,,447.338518,,,2024-06-27 00:46:05.269558,175.313691,2.022918,197.694107,0.609807,0,225.30877
13237,14.477894,38.039966,23588.471524,axion_conversion,solar_axion,Axion-like,-74.659473,449.112488,-334.452534,124.471779,60.867733,2.560277,28.605437,20108.152494,702.948626,2.846924,2024-02-24 14:53:36.576275,175.734292,2.046227,195.117024,0.876144,0,
13277,14.063283,45.771158,17894.556522,axion_conversion,solar_axion,Axion-like,-98.174807,-432.993734,-418.429531,61.33118,58.410952,3.398679,30.95092,14984.095056,484.124385,2.684957,2024-05-17 01:10:54.450267,174.769414,1.968529,204.904623,0.79099,0,
13279,3.494177,9.444641,4944.778342,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-87.737364,-107.575519,389.036387,668.448411,47.625444,2.108506,7.718236,4811.578294,623.403913,2.79477,2024-01-04 16:10:19.807244,176.849758,1.817362,187.01191,0.965895,0,
13295,14.239597,38.208447,16704.796804,axion_conversion,solar_axion,Axion-like,352.265765,226.973207,-389.455932,83.115841,41.046201,3.002064,25.529248,13713.190881,537.156087,2.730101,2024-08-22 00:22:01.045377,174.846827,2.057326,185.657913,0.863421,0,
13325,4.710992,,297.151456,nuclear_recoil,WIMP,WIMP-like,-88.131102,-206.112086,-45.387143,341.814178,,2.013944,,254.725811,,,2024-05-25 05:56:17.347689,173.962191,1.995607,188.328001,0.922125,0,940.305278
13327,13.826145,29.051528,21101.294716,axion_conversion,solar_axion,Axion-like,25.226302,-461.717214,92.292091,445.332399,34.232895,3.019293,23.113082,19021.248501,822.964621,2.915381,2024-02-07 05:45:53.004918,174.951784,2.055341,191.442754,0.885567,1,
13329,4.933539,,354.08362,nuclear_recoil,WIMP,WIMP-like,172.157328,-55.899364,302.919754,603.699063,,1.96804,,338.11726,,,2024-05-15 09:45:33.496857,175.784629,2.079434,201.859177,0.707532,0,428.521365
13335,10.211281,,547.999621,nuclear_recoil,WIMP,WIMP-like,-113.45707,349.764417,-459.060884,30.781291,,2.530324,,431.887766,,,2024-09-08 22:50:05.932081,175.422101,1.963568,186.863562,0.89782,0,311.018652
13347,5.257785,,181.275458,nuclear_recoil,WIMP,WIMP-like,-153.723815,-54.683424,59.139148,420.405374,,1.93089,,162.970653,,,2024-11-09 03:15:00.007497,175.238235,1.951963,198.674568,0.909897,0,952.438687
13365,14.400211,37.433316,20631.836969,axion_conversion,solar_axion,Axion-like,-179.655762,-242.252623,134.386963,476.982679,42.353877,2.092762,23.608633,18153.274775,768.925281,2.885884,2024-04-07 02:32:15.939374,173.595842,1.825401,209.374919,0.968232,0,
13385,4.940412,,238.528772,nuclear_recoil,WIMP,WIMP-like,227.451801,11.012421,132.824087,475.807584,,2.880329,,239.825594,,,2024-04-08 21:29:30.892410,174.124157,1.883153,196.642682,0.691429,0,158.639323
13388,4.771691,,263.989569,nuclear_recoil,WIMP,WIMP-like,445.316789,24.919843,15.333041,387.468452,,2.548909,,246.113959,,,2024-08-19 16:38:19.743190,175.235727,2.168603,218.394184,0.84725,0,428.124408
13392,5.819252,,229.94814,nuclear_recoil,WIMP,WIMP-like,336.003358,-143.717088,-178.467655,241.753643,,2.390354,,206.711034,,,2024-11-02 11:10:31.102076,174.058632,2.005976,193.332025,0.844953,0,810.321439
13397,15.049763,35.584996,21465.797401,axion_conversion,solar_axion,Axion-like,-322.589483,-240.964279,295.247872,597.930731,51.994473,1.976759,23.326324,21788.908148,934.090954,2.970389,2024-11-19 20:01:08.817272,173.596341,2.091639,177.51387,0.901569,0,
13402,5.247127,,377.29302,nuclear_recoil,WIMP,WIMP-like,-255.004796,178.79277,-391.441978,81.622573,,2.753331,,300.587388,,,2024-04-26 14:32:54.592944,174.902903,2.068423,234.329233,0.91625,0,848.120203
13410,14.439505,35.840931,23758.990034,axion_conversion,solar_axion,Axion-like,-170.202021,362.477749,-251.345847,186.95801,51.297801,1.906421,29.57494,21211.276452,717.20438,2.855643,2024-04-22 06:41:15.442071,175.113488,2.038334,173.48715,0.882035,0,
13418,29.423838,40.1395,17581.879644,black_hole_evaporation,primordial_black_hole,Primordial-BH,99.021655,421.848863,105.756881,455.456301,55.069243,2.097628,26.011017,16901.763545,649.792502,2.812775,2024-06-21 10:00:44.220564,171.943995,1.970914,177.820655,0.904663,0,
13428,5.137874,,166.287748,nuclear_recoil,WIMP,WIMP-like,435.897931,-43.628403,413.232866,686.641253,,3.352913,,157.733773,,,2024-09-04 03:52:09.049449,174.661873,1.916585,219.921829,0.90729,0,357.835364
13432,11.047875,,589.518412,nuclear_recoil,WIMP,WIMP-like,-102.254114,468.18433,-442.103277,43.531371,,2.13897,,476.16574,,,2024-11-14 07:05:13.258692,175.554307,1.953575,177.367624,0.874047,0,469.628511
13453,5.032852,,176.969322,nuclear_recoil,WIMP,WIMP-like,125.310962,-248.53873,-48.5895,339.406391,,2.287261,,155.408261,,,2024-11-15 16:38:58.997392,175.353961,2.052325,150.595319,0.766569,0,680.271986
13458,4.827141,,199.013637,nuclear_recoil,WIMP,WIMP-like,-338.173687,-314.203171,185.850566,515.677117,,2.53236,,185.723415,,,2024-12-03 22:01:54.604613,174.943426,1.902166,196.293689,0.808448,0,244.694149
13462,5.102924,,237.021927,nuclear_recoil,WIMP,WIMP-like,283.139843,-29.970349,336.24159,628.753075,,2.785269,,218.402297,,,2024-11-10 19:35:34.346296,175.125001,1.87425,220.452569,0.913128,0,608.410634
13469,4.920729,,313.843914,nuclear_recoil,WIMP,WIMP-like,-383.775605,23.50135,157.532256,494.385155,,1.834583,,303.59325,,,2024-02-06 01:35:28.762294,174.324021,1.88772,210.350105,0.844227,0,738.070514
13488,3.576147,7.585594,3380.683131,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-222.195455,-143.977311,-23.141029,358.54058,56.552831,2.228998,7.045183,3103.958171,440.5788,2.644024,2024-09-27 20:38:31.480284,174.740481,1.880639,236.101307,0.708116,0,
13509,3.549381,10.913476,4760.852785,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-242.942775,-408.375059,273.731656,581.753125,55.932427,2.960277,7.776677,5120.968503,658.503436,2.818558,2024-04-09 23:18:37.283182,174.807699,2.047842,182.191781,0.723177,0,
13527,5.175376,,277.323038,nuclear_recoil,WIMP,WIMP-like,-327.195173,29.749512,-212.917985,215.851139,,3.841938,,243.284303,,,2024-11-24 19:19:53.653977,175.387732,2.143503,206.858877,0.892761,0,145.178112
13528,17.756804,,545.654751,nuclear_recoil,WIMP,WIMP-like,-178.864644,-17.938951,316.333498,613.784585,,2.949885,,516.779111,,,2024-04-29 16:11:56.355601,174.850916,1.886837,216.357857,0.822465,0,26.084654
13530,5.919325,,370.905145,nuclear_recoil,WIMP,WIMP-like,-171.450299,58.523315,-75.41574,319.236286,,2.56204,,312.661798,,,2024-01-18 16:16:30.635322,177.047357,2.041988,215.131569,0.803374,0,158.266355
13538,16.369323,,717.455935,nuclear_recoil,WIMP,WIMP-like,-388.260889,187.772484,410.963988,684.935329,,2.873533,,683.921548,,,2024-05-04 19:48:01.316117,174.357757,1.892902,182.047983,0.917942,0,575.012445
13566,14.277131,40.376029,20757.496418,axion_conversion,solar_axion,Axion-like,228.110326,193.82485,120.508415,466.54768,45.420428,2.252329,36.733348,19270.52694,524.605781,2.719833,2024-01-18 09:37:55.768786,172.334288,2.068302,236.881933,0.889997,0,
13573,8.010635,,257.571493,nuclear_recoil,WIMP,WIMP-like,139.122542,-87.146008,-446.456496,40.258274,,2.828906,,216.546939,,,2024-06-22 17:07:16.118081,177.24241,1.838182,222.821352,0.766124,0,131.234262
13575,17.863012,,968.52671,nuclear_recoil,WIMP,WIMP-like,-154.422119,37.490585,-129.03755,278.919136,,2.90271,,834.182236,,,2024-07-22 22:41:21.484333,175.447953,1.98033,198.644578,0.877935,0,314.501927
13576,14.02229,32.861015,17258.017245,axion_conversion,solar_axion,Axion-like,134.675837,20.978556,453.409895,716.849545,46.890782,2.483309,25.068709,16013.137872,638.769935,2.805344,2024-07-25 01:41:18.214698,176.402038,2.112129,197.08586,0.872681,0,
13597,4.961905,,242.275112,nuclear_recoil,WIMP,WIMP-like,136.367203,161.831078,-64.679514,327.308636,,2.581903,,215.642645,,,2024-07-23 01:48:32.225688,174.586326,1.89413,199.536145,0.892371,0,264.174453
13606,4.846476,,188.625635,nuclear_recoil,WIMP,WIMP-like,-128.541058,381.203931,-354.618494,109.309403,,3.237275,,158.682539,,,2024-02-13 02:26:57.396853,176.377304,2.024158,184.554044,0.757062,0,541.973539
13638,4.863274,,126.529333,nuclear_recoil,WIMP,WIMP-like,20.342126,-226.674869,85.540353,440.255905,,2.318296,,108.672529,,,2024-12-17 15:46:27.762944,176.955316,1.935934,237.078683,0.891026,0,628.826281
13667,4.919201,,247.085818,nuclear_recoil,WIMP,WIMP-like,-279.213441,383.641561,-80.220671,315.623556,,2.671835,,225.770234,,,2024-02-09 06:06:40.618131,173.845171,2.154328,198.7473,0.649382,0,800.073545
13676,14.576847,32.941626,22089.469268,axion_conversion,solar_axion,Axion-like,144.869198,87.934529,-94.883379,304.598963,48.852435,3.28612,22.439514,18851.892592,840.120356,2.924342,2024-07-17 18:04:36.925998,176.93322,1.978513,175.390924,0.732082,0,
13692,3.75279,8.327228,3844.673406,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,208.314443,-371.059305,-153.213981,260.741368,43.477183,2.914165,7.107798,3164.421254,445.204135,2.648559,2024-10-21 20:05:26.410698,174.710139,1.99928,191.465922,0.877107,0,
13698,4.751484,,181.780592,nuclear_recoil,WIMP,WIMP-like,-17.313737,-284.920538,175.381734,507.805815,,2.613165,,158.465445,,,2024-10-13 09:33:53.624242,176.179092,1.895459,193.20199,0.743136,0,545.599543
13704,4.91488,,226.330123,nuclear_recoil,WIMP,WIMP-like,-339.201581,133.435791,-4.582889,372.494069,,2.592168,,216.428773,,,2024-02-23 16:38:27.797270,174.326996,2.159281,184.694508,0.748395,0,92.608938
13707,11.25712,,306.213688,nuclear_recoil,WIMP,WIMP-like,397.703084,-115.617928,200.265697,526.515562,,3.118482,,283.675924,,,2024-02-16 03:53:08.949966,174.645118,2.015332,179.07446,0.889497,0,501.866282
13710,30.012764,,1991.105604,nuclear_recoil,WIMP,WIMP-like,-13.886492,291.249775,-458.838127,30.948777,,1.611504,,1533.096408,,,2024-05-10 00:55:29.681152,175.62684,2.198547,179.373387,0.624068,0,389.706142
13713,4.842292,,343.570986,nuclear_recoil,WIMP,WIMP-like,-22.884619,-381.761312,217.043287,539.130291,,3.462404,,314.241714,,,2024-11-24 19:00:02.048226,175.393607,2.113071,205.522933,0.881146,0,340.451055
13723,17.793754,,597.167866,nuclear_recoil,WIMP,WIMP-like,84.763013,-471.244712,188.167029,517.418819,,3.406417,,562.472324,,,2024-10-21 10:24:15.813389,173.789045,2.047852,169.258628,0.81076,0,444.445869
13751,4.018076,8.768223,4407.970937,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,27.184754,224.379511,-472.821282,20.435127,61.742363,2.451206,9.269758,3907.413822,421.522739,2.624821,2024-01-19 09:42:43.512579,174.425326,1.921103,205.126081,0.872315,0,
13752,5.191519,,221.03886,nuclear_recoil,WIMP,WIMP-like,-121.476457,-414.98416,-50.687402,337.829021,,1.727919,,203.504539,,,2024-11-06 03:29:04.316718,177.002642,2.256096,187.441298,0.667049,0,832.267261
13764,7.030274,,354.353971,nuclear_recoil,WIMP,WIMP-like,-43.782219,459.981512,-318.568227,136.414867,,3.506348,,315.48581,,,2024-03-22 23:30:17.441247,174.522419,2.008391,212.585856,0.934721,0,414.680096
13796,15.059583,,897.94858,nuclear_recoil,WIMP,WIMP-like,-245.642405,346.538292,-413.959235,64.692305,,2.258865,,756.506137,,,2024-03-01 12:47:25.475285,175.48667,2.095421,203.978964,0.71051,0,780.74483
13810,21.356236,33.467424,16680.85256,black_hole_evaporation,primordial_black_hole,Primordial-BH,176.392638,-372.961942,133.539626,476.345583,45.972482,2.748824,19.950681,15881.357982,796.030859,2.90093,2024-11-23 18:38:39.175498,173.928984,1.812828,229.153765,0.76277,0,
13814,72.245927,108.473121,29205.492923,black_hole_evaporation,primordial_black_hole,Primordial-BH,12.930521,172.474524,224.875831,545.019422,55.028849,3.15455,101.954802,28144.465801,276.048458,2.440985,2024-12-29 11:50:24.703478,175.660418,2.07653,177.881455,0.615296,0,
13828,6.288403,,464.60227,nuclear_recoil,WIMP,WIMP-like,406.662882,172.209561,65.791313,425.407002,,2.573733,,427.353573,,,2024-12-16 18:35:01.099088,175.18173,1.832467,178.663929,0.582049,0,311.98486
13846,14.445734,39.606131,12986.846886,axion_conversion,solar_axion,Axion-like,-48.214195,110.030545,-325.318547,131.339439,55.300662,2.451747,34.082036,10517.310083,308.588081,2.489379,2024-11-07 15:22:51.895133,174.46857,1.973386,236.955054,0.356694,0,
13875,3.577774,7.629255,3142.486674,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-112.90801,357.030197,-149.164395,263.786169,46.735196,2.127225,5.683925,2611.186046,459.398376,2.662189,2024-11-07 23:28:47.443589,175.845249,2.086697,198.060174,0.95518,0,
13881,4.98922,,222.601047,nuclear_recoil,WIMP,WIMP-like,-410.252474,-192.908489,-74.892767,319.629498,,2.29909,,205.378415,,,2024-07-22 15:34:00.271933,176.566409,1.912591,211.60435,0.902375,0,515.475112
13897,3.478119,9.224715,4338.444432,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-244.605294,396.779146,-287.046767,160.115213,49.483365,2.744541,7.087141,3718.390124,524.667146,2.719884,2024-03-06 03:19:53.230424,176.468936,2.088775,189.917437,0.716374,0,
13922,10.076355,15.347242,6511.752281,black_hole_evaporation,primordial_black_hole,Primordial-BH,-481.412417,-7.643488,-440.203924,44.959456,53.608189,2.737214,11.879591,5337.87235,449.331322,2.652567,2024-09-14 19:46:58.554965,176.181176,1.989805,208.674544,0.684765,0,
13924,14.402192,39.766081,16496.052469,axion_conversion,solar_axion,Axion-like,143.761293,-221.782269,-463.901794,27.141508,49.324965,2.804615,36.589418,14070.212498,384.543219,2.584945,2024-08-06 20:13:11.751376,173.269619,1.865908,202.113094,0.801518,0,
13946,5.332968,,238.769262,nuclear_recoil,WIMP,WIMP-like,108.553519,-104.240905,-14.512465,365.028222,,1.410007,,217.381929,,,2024-03-22 22:55:48.083695,174.375953,2.113949,197.1935,0.963013,0,209.160502
13956,4.760253,,358.076025,nuclear_recoil,WIMP,WIMP-like,119.233662,277.370355,-266.196319,175.792241,,1.87468,,322.11591,,,2024-09-19 03:31:58.019821,176.162748,1.622069,211.392939,0.990462,0,137.726934
13960,4.373909,,192.838756,nuclear_recoil,WIMP,WIMP-like,-473.612179,2.177613,193.148194,521.164056,,2.214882,,184.734671,,,2024-02-09 13:45:41.041325,175.636021,1.995099,192.584081,0.767695,0,968.869168
13964,4.797331,,325.185245,nuclear_recoil,WIMP,WIMP-like,469.258439,-101.898726,88.971341,442.835595,,2.94874,,297.601565,,,2024-07-25 15:44:31.076557,174.934912,1.894441,200.728199,0.790129,0,164.045601
13985,3.9065,7.528573,4870.398591,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-80.953471,409.900192,-308.938683,143.655126,50.501103,2.075794,5.692073,4014.313047,705.246289,2.848341,2024-09-07 14:06:01.417743,173.677915,1.98544,203.611007,0.770775,0,
13993,19.309487,,661.694128,nuclear_recoil,WIMP,WIMP-like,-165.17224,-280.085637,1.658873,377.187122,,2.145803,,594.517201,,,2024-02-24 01:54:41.277393,174.925838,1.954256,231.874178,0.815034,0,101.197664
14001,11.333354,,593.525472,nuclear_recoil,WIMP,WIMP-like,-398.948927,-183.978001,-236.195244,198.349441,,3.244559,,553.23301,,,2024-06-19 08:10:24.386561,175.257487,2.162388,177.750699,0.821,0,569.600387
14014,23.926765,34.111121,23297.287475,black_hole_evaporation,primordial_black_hole,Primordial-BH,-342.806125,-192.442012,-380.274513,90.019163,34.218079,1.890876,28.483203,18368.723816,644.896708,2.80949,2024-06-02 12:17:09.830748,174.477066,2.131827,196.741897,0.987281,0,
14064,13.561517,,417.503898,nuclear_recoil,WIMP,WIMP-like,294.851567,272.806569,158.367629,495.013255,,3.23014,,366.627564,,,2024-12-26 22:45:17.587120,175.091526,1.995167,190.07659,0.86787,0,759.685183
14065,3.459126,10.421061,4594.574357,sterile_neutrino_decay,sterile_neutrino,Sterile-Neutrino,-83.264526,488.768327,447.530184,712.42871,46.284536,3.56318,6.302737,4491.15157,712.571665,2.852829,2024-09-07 02:17:40.951225,176.707061,2.148183,206.948423,0.917545,0,
14077,9.252797,,365.814307,nuclear_recoil,WIMP,WIMP-like,-228.566513,-161.556341,-86.249163,311.090855,,2.515058,,317.898435,,,2024-03-15 16:59:35.576852,175.272552,2.043547,197.134163,0.886357,0,306.263047
14089,7.940105,,361.408672,nuclear_recoil,WIMP,WIMP-like,297.366467,-127.244842,-347.328068,114.790926,,3.72586,,295.706172,,,2024-10-18 21:40:07.722243,174.546514,2.130487,207.074335,0.888629,0,465.792443
14104,17.349994,,1239.079937,nuclear_recoil,WIMP,WIMP-like,-335.320367,-365.652549,409.537412,683.862715,,2.895543,,1289.823926,,,2024-08-05 06:41:07.596722,176.10096,2.106591,242.319419,0.695072,0,307.20845
14116,10.661471,,340.494768,nuclear_recoil,WIMP,WIMP-like,136.152808,-406.221306,44.531205,409.421959,,2.919961,,337.653615,,,2024-06-05 14:15:27.519802,175.879857,1.927755,200.161423,0.850159,0,310.542854
14118,5.145266,,340.014528,nuclear_recoil,WIMP,WIMP-like,-213.634567,54.642139,260.376446,571.711613,,2.780087,,314.596342,,,2024-12-02 17:38:51.088806,175.536112,2.143121,177.889747,0.962147,0,347.576596
14125,17.471972,,717.100999,nuclear_recoil,WIMP,WIMP-like,-256.342576,327.758857,-402.703976,73.154905,,2.53257,,612.732472,,,2024-08-08 04:06:43.541264,176.423691,1.93699,193.941581,0.676136,0,708.851181
14141,14.105598,40.91464,16270.68978,axion_conversion,solar_axion,Axion-like,296.948112,101.444844,-225.241788,206.585122,55.437653,2.37206,33.650377,13471.936356,400.350231,2.60244,2024-09-27 13:52:21.987456,175.352518,2.06178,200.6862,0.930666,0,
14157,14.676785,41.293789,15916.236274,axion_conversion,solar_axion,Axion-like,-293.57233,38.765382,32.176478,400.13269,47.219372,2.157037,44.576288,13999.376373,314.054333,2.497005,2024-12-02 08:08:01.571856,174.958091,1.999805,216.226873,0.784341,0,
14168,4.917266,,232.689715,nuclear_recoil,WIMP,WIMP-like,112.032891,115.798307,70.581839,429.008902,,1.945232,,205.175313,,,2024-03-31 19:26:14.002819,175.443113,1.95163,186.347179,0.743619,0,187.543058
14170,14.70301,36.390563,16758.597576,axion_conversion,solar_axion,Axion-like,115.385743,111.714104,-468.178778,23.92573,40.54746,1.906945,30.802473,13106.058362,425.487217,2.628887,2024-02-24 09:07:28.285327,175.986596,1.863825,176.653261,0.854918,0,
14190,14.410403,36.623404,13701.59819,axion_conversion,solar_axion,Axion-like,278.236596,14.192891,-385.025639,86.446888,47.947025,1.844162,32.646878,10757.838293,329.521199,2.517883,2024-04-27 20:52:33.633446,174.327216,2.130589,175.303994,0.949264,0,
14196,30.737435,,2206.998248,nuclear_recoil,WIMP,WIMP-like,328.246894,26.956777,-278.929816,166.218184,,2.614242,,1753.960408,,,2024-04-08 18:48:33.432969,174.875821,1.962623,195.993285,0.874548,0,762.882351
14205,15.379918,,1301.70366,nuclear_recoil,WIMP,WIMP-like,176.618261,-189.627992,424.334561,694.988392,,1.282758,,1379.561179,,,2024-05-11 10:48:27.018806,175.332313,2.051216,223.05299,0.774959,0,769.631056
14227,14.315107,40.211083,19272.427813,axion_conversion,solar_axion,Axion-like,-338.229478,14.804992,-476.202226,17.893063,61.31551,2.691867,30.828224,15531.569691,503.810064,2.702267,2024-04-18 17:40:00.684287,172.690189,2.089488,179.871675,0.911586,0,
14240,8.725015,,518.956351,nuclear_recoil,WIMP,WIMP-like,318.675891,244.378035,-418.621914,61.186531,,2.836497,,383.846441,,,2024-12-24 12:26:36.745192,174.173526,1.987039,187.836492,0.878232,0,370.623627
14268,13.953206,36.101301,20095.251857,axion_conversion,solar_axion,Axion-like,-87.08553,-314.487829,-445.177003,41.220299,58.086822,2.095374,26.234989,15076.584171,574.674683,2.759422,2024-10-27 18:25:01.078558,175.793277,2.054856,219.370616,0.721675,0,
